index,feature,coefficient,odds_ratio,importance,family
82,BENE_COUNTY_CD_20,0.1138435056171936,1.12057674719526,0.1138435056171936,Geography
83,BENE_COUNTY_CD_200,0.1011700096600466,1.1064647354676276,0.1011700096600466,Geography
84,BENE_COUNTY_CD_201,-0.0943309294193091,0.9099815727338344,0.0943309294193091,Geography
85,BENE_COUNTY_CD_210,-0.0074394165447061,0.9925881874196774,0.0074394165447061,Geography
86,BENE_COUNTY_CD_211,-0.4069937326974693,0.6656483621081126,0.4069937326974693,Geography
87,BENE_COUNTY_CD_212,-0.5698674362366432,0.5656004118492168,0.5698674362366432,Geography
88,BENE_COUNTY_CD_213,-0.2197244271252278,0.802739980849294,0.2197244271252278,Geography
89,BENE_COUNTY_CD_220,0.3558652373316034,1.4274151730240092,0.3558652373316034,Geography
90,BENE_COUNTY_CD_221,0.5390008616702463,1.714293190194974,0.5390008616702463,Geography
91,BENE_COUNTY_CD_222,-0.2683846032343252,0.7646136516614842,0.2683846032343252,Geography
92,BENE_COUNTY_CD_223,-0.6096246218994034,0.5435548693779183,0.6096246218994034,Geography
93,BENE_COUNTY_CD_224,-0.3563676273795441,0.7002151546500318,0.3563676273795441,Geography
94,BENE_COUNTY_CD_230,0.4109444053549737,1.508241504076172,0.4109444053549737,Geography
95,BENE_COUNTY_CD_240,0.1502652701935644,1.1621424836044922,0.1502652701935644,Geography
96,BENE_COUNTY_CD_241,-0.1158748110054117,0.8905867079735645,0.1158748110054117,Geography
97,BENE_COUNTY_CD_25,-0.556461744336809,0.5732337273300859,0.556461744336809,Geography
98,BENE_COUNTY_CD_250,0.1105527395200872,1.1168952520184263,0.1105527395200872,Geography
99,BENE_COUNTY_CD_251,1.769069055878597,5.8653904681769,1.769069055878597,Geography
100,BENE_COUNTY_CD_260,0.1930356568098782,1.2129260418213363,0.1930356568098782,Geography
101,BENE_COUNTY_CD_270,0.1282191129667436,1.13680206348257,0.1282191129667436,Geography
102,BENE_COUNTY_CD_280,0.2832718796552333,1.3274660237642986,0.2832718796552333,Geography
103,BENE_COUNTY_CD_281,0.7431427597142027,2.1025328977578925,0.7431427597142027,Geography
104,BENE_COUNTY_CD_288,0.3564137199844895,1.428198300231091,0.3564137199844895,Geography
105,BENE_COUNTY_CD_290,0.1738919800037908,1.1899270229653784,0.1738919800037908,Geography
106,BENE_COUNTY_CD_291,0.3003215274455122,1.3502928940118168,0.3003215274455122,Geography
107,BENE_COUNTY_CD_30,-0.0089577990034695,0.991082202546966,0.0089577990034695,Geography
108,BENE_COUNTY_CD_300,-0.1577478527347102,0.8540651050013895,0.1577478527347102,Geography
109,BENE_COUNTY_CD_301,-0.4675047124835031,0.6265637760357083,0.4675047124835031,Geography
110,BENE_COUNTY_CD_310,0.0916955572679736,1.0960310925824228,0.0916955572679736,Geography
111,BENE_COUNTY_CD_311,-0.7410884287517994,0.4765948935279672,0.7410884287517994,Geography
112,BENE_COUNTY_CD_312,0.2289884133360452,1.257327470694556,0.2289884133360452,Geography
113,BENE_COUNTY_CD_320,-0.0813467198360306,0.9218740040233095,0.0813467198360306,Geography
114,BENE_COUNTY_CD_321,-0.6238961163684076,0.535852621092424,0.6238961163684076,Geography
115,BENE_COUNTY_CD_328,0.1892510213828132,1.2083442346568518,0.1892510213828132,Geography
116,BENE_COUNTY_CD_330,0.211070359658139,1.2349992461293051,0.211070359658139,Geography
117,BENE_COUNTY_CD_331,0.1255613674608793,1.1337847443166156,0.1255613674608793,Geography
118,BENE_COUNTY_CD_34,-0.006976024039747,0.9930482519332298,0.006976024039747,Geography
119,BENE_COUNTY_CD_340,0.4849471688913614,1.624089204144488,0.4849471688913614,Geography
120,BENE_COUNTY_CD_341,-0.2103723718687104,0.8102824633909266,0.2103723718687104,Geography
121,BENE_COUNTY_CD_342,-0.1257283932970919,0.8818543318065822,0.1257283932970919,Geography
122,BENE_COUNTY_CD_343,-0.4598258103490206,0.631393618162577,0.4598258103490206,Geography
123,BENE_COUNTY_CD_350,0.1284745686973714,1.1370925031799393,0.1284745686973714,Geography
124,BENE_COUNTY_CD_360,-0.0844414740350977,0.9190254406535828,0.0844414740350977,Geography
125,BENE_COUNTY_CD_361,-0.6623696603686536,0.5156280223574478,0.6623696603686536,Geography
126,BENE_COUNTY_CD_362,-0.977781263852493,0.3761447396254549,0.977781263852493,Geography
127,BENE_COUNTY_CD_370,0.0532372174037381,1.054679803852025,0.0532372174037381,Geography
128,BENE_COUNTY_CD_380,0.3795264905818435,1.4615923478134998,0.3795264905818435,Geography
129,BENE_COUNTY_CD_381,0.3080297906475399,1.360741525704524,0.3080297906475399,Geography
130,BENE_COUNTY_CD_390,0.2170245703644283,1.2423746273601053,0.2170245703644283,Geography
131,BENE_COUNTY_CD_391,-0.7639215216069152,0.4658360542803376,0.7639215216069152,Geography
132,BENE_COUNTY_CD_392,0.2273139338636056,1.2552238633699075,0.2273139338636056,Geography
133,BENE_COUNTY_CD_40,0.1310773036725026,1.1400559084142508,0.1310773036725026,Geography
134,BENE_COUNTY_CD_400,0.2441633249721275,1.276552806415856,0.2441633249721275,Geography
135,BENE_COUNTY_CD_410,0.3165616884763493,1.3724009009454765,0.3165616884763493,Geography
136,BENE_COUNTY_CD_411,-0.6137610695479302,0.5413111268775685,0.6137610695479302,Geography
137,BENE_COUNTY_CD_412,-0.0119826502644159,0.988088855793599,0.0119826502644159,Geography
138,BENE_COUNTY_CD_420,0.2080651449967633,1.2312933795394243,0.2080651449967633,Geography
139,BENE_COUNTY_CD_421,-0.0647077903979688,0.937341323498283,0.0647077903979688,Geography
140,BENE_COUNTY_CD_430,0.1298965068288938,1.1387105284625778,0.1298965068288938,Geography
141,BENE_COUNTY_CD_431,-0.1811327392701795,0.8343246037061951,0.1811327392701795,Geography
142,BENE_COUNTY_CD_440,0.0140768334854436,1.014176378651059,0.0140768334854436,Geography
143,BENE_COUNTY_CD_441,-0.1889963005393538,0.8277895690640031,0.1889963005393538,Geography
144,BENE_COUNTY_CD_450,0.1592708722829523,1.1726555435488792,0.1592708722829523,Geography
145,BENE_COUNTY_CD_451,-0.1881828783180073,0.8284631854241948,0.1881828783180073,Geography
146,BENE_COUNTY_CD_460,0.2461629046689085,1.2791079292239291,0.2461629046689085,Geography
147,BENE_COUNTY_CD_461,0.0483755776647012,1.0495647743955978,0.0483755776647012,Geography
148,BENE_COUNTY_CD_462,0.1521161031550462,1.1642954069552518,0.1521161031550462,Geography
149,BENE_COUNTY_CD_470,0.1510238491296113,1.1630243948706045,0.1510238491296113,Geography
150,BENE_COUNTY_CD_471,-0.7592920173591734,0.4679976439560188,0.7592920173591734,Geography
151,BENE_COUNTY_CD_480,0.1827849786597659,1.2005562351147765,0.1827849786597659,Geography
152,BENE_COUNTY_CD_490,0.3577392505963692,1.4300926760470758,0.3577392505963692,Geography
153,BENE_COUNTY_CD_50,0.3757923238873162,1.456144695897663,0.3757923238873162,Geography
154,BENE_COUNTY_CD_500,-0.0855274630850241,0.9180279308288388,0.0855274630850241,Geography
155,BENE_COUNTY_CD_510,0.1248507746836012,1.1329793712463485,0.1248507746836012,Geography
156,BENE_COUNTY_CD_511,0.6358624493287847,1.888650304441155,0.6358624493287847,Geography
157,BENE_COUNTY_CD_520,-0.0565994785427505,0.9449724753344916,0.0565994785427505,Geography
158,BENE_COUNTY_CD_521,-0.2716738261162463,0.7621027985840478,0.2716738261162463,Geography
159,BENE_COUNTY_CD_522,0.0585051761844407,1.0602504737323992,0.0585051761844407,Geography
160,BENE_COUNTY_CD_530,0.0614382341865122,1.063364814907554,0.0614382341865122,Geography
161,BENE_COUNTY_CD_531,0.9905021922703792,2.6925863289166023,0.9905021922703792,Geography
162,BENE_COUNTY_CD_540,0.1548365003415403,1.1674670650334331,0.1548365003415403,Geography
163,BENE_COUNTY_CD_541,-0.4806277169015743,0.618395092896335,0.4806277169015743,Geography
164,BENE_COUNTY_CD_542,1.0696609853191963,2.914391311041134,1.0696609853191963,Geography
165,BENE_COUNTY_CD_55,-0.8208616095845228,0.4400523378060679,0.8208616095845228,Geography
166,BENE_COUNTY_CD_550,0.2065536187909069,1.2294336531957832,0.2065536187909069,Geography
167,BENE_COUNTY_CD_551,0.2973500137740128,1.3462864357874758,0.2973500137740128,Geography
168,BENE_COUNTY_CD_552,-0.8142446112499351,0.4429738184490731,0.8142446112499351,Geography
169,BENE_COUNTY_CD_560,0.3055970586553405,1.3574352295586392,0.3055970586553405,Geography
170,BENE_COUNTY_CD_561,-0.4496487369319231,0.6378521661843221,0.4496487369319231,Geography
171,BENE_COUNTY_CD_562,-0.1834738000209828,0.8323736836252558,0.1834738000209828,Geography
172,BENE_COUNTY_CD_563,-0.2939405473633039,0.7453208014129318,0.2939405473633039,Geography
173,BENE_COUNTY_CD_564,-0.1960478717599942,0.8219728844476656,0.1960478717599942,Geography
174,BENE_COUNTY_CD_570,0.3844898936359391,1.468864852993626,0.3844898936359391,Geography
175,BENE_COUNTY_CD_580,-0.1049861006156332,0.9003370366298284,0.1049861006156332,Geography
176,BENE_COUNTY_CD_581,-0.2723391821492069,0.7615958975428071,0.2723391821492069,Geography
177,BENE_COUNTY_CD_582,-0.715212577518813,0.4890881316033003,0.715212577518813,Geography
178,BENE_COUNTY_CD_590,0.1615651588008273,1.1753490399973576,0.1615651588008273,Geography
179,BENE_COUNTY_CD_591,0.1779021560332054,1.1947084205048537,0.1779021560332054,Geography
180,BENE_COUNTY_CD_592,-0.0638970882983207,0.9381015361887056,0.0638970882983207,Geography
181,BENE_COUNTY_CD_60,0.1997701992136294,1.2211221110935628,0.1997701992136294,Geography
182,BENE_COUNTY_CD_600,-0.15023074110166,0.8605093986292807,0.15023074110166,Geography
183,BENE_COUNTY_CD_601,-0.2308304405198719,0.7938740634972762,0.2308304405198719,Geography
184,BENE_COUNTY_CD_610,0.0828988881869904,1.0864319518900616,0.0828988881869904,Geography
185,BENE_COUNTY_CD_611,-0.408365168529906,0.6647360937942276,0.408365168529906,Geography
186,BENE_COUNTY_CD_612,-0.7064343227050011,0.493400371126679,0.7064343227050011,Geography
187,BENE_COUNTY_CD_620,0.056088132281172,1.0576908963405007,0.056088132281172,Geography
188,BENE_COUNTY_CD_621,-0.3389172099679822,0.7125414379757762,0.3389172099679822,Geography
189,BENE_COUNTY_CD_622,-1.6998797755859711,0.1827054883926651,1.6998797755859711,Geography
190,BENE_COUNTY_CD_630,0.0481544804579968,1.049332744207282,0.0481544804579968,Geography
191,BENE_COUNTY_CD_631,0.4550515941815314,1.5762547065075314,0.4550515941815314,Geography
192,BENE_COUNTY_CD_632,-0.0456418038314709,0.9553841158377604,0.0456418038314709,Geography
193,BENE_COUNTY_CD_640,0.3458017381351455,1.4131224197562895,0.3458017381351455,Geography
194,BENE_COUNTY_CD_641,-0.1324609266298226,0.8759371592544285,0.1324609266298226,Geography
195,BENE_COUNTY_CD_650,0.4680944361682383,1.596948205235711,0.4680944361682383,Geography
196,BENE_COUNTY_CD_651,1.6748458802240078,5.337972398563424,1.6748458802240078,Geography
197,BENE_COUNTY_CD_652,-0.5140586965568815,0.5980632887766433,0.5140586965568815,Geography
198,BENE_COUNTY_CD_653,-0.5131412442447825,0.5986122351012455,0.5131412442447825,Geography
199,BENE_COUNTY_CD_654,-0.3781504494576924,0.6851274158633716,0.3781504494576924,Geography
200,BENE_COUNTY_CD_660,0.2129764104840014,1.2373554622828518,0.2129764104840014,Geography
201,BENE_COUNTY_CD_661,0.554179962371106,1.7405131131534928,0.554179962371106,Geography
202,BENE_COUNTY_CD_670,-0.0230502983122819,0.977213330355864,0.0230502983122819,Geography
203,BENE_COUNTY_CD_671,0.0748363876818356,1.0777078101861413,0.0748363876818356,Geography
204,BENE_COUNTY_CD_672,0.8994297898872944,2.458201020370888,0.8994297898872944,Geography
205,BENE_COUNTY_CD_680,0.0110678471547885,1.0111293223651845,0.0110678471547885,Geography
206,BENE_COUNTY_CD_681,-0.4717358548993162,0.6239182961146026,0.4717358548993162,Geography
207,BENE_COUNTY_CD_690,0.3125966504758176,1.3669700530954136,0.3125966504758176,Geography
208,BENE_COUNTY_CD_691,-0.222373083831672,0.8006166114950806,0.222373083831672,Geography
209,BENE_COUNTY_CD_70,0.2027766475911479,1.2247988759155883,0.2027766475911479,Geography
210,BENE_COUNTY_CD_700,-0.0251439909840563,0.9751694863046017,0.0251439909840563,Geography
211,BENE_COUNTY_CD_701,0.5910431690044355,1.8058712620900723,0.5910431690044355,Geography
212,BENE_COUNTY_CD_702,1.3465048313944776,3.8439667122051744,1.3465048313944776,Geography
213,BENE_COUNTY_CD_703,0.4686673395406888,1.5978633643719655,0.4686673395406888,Geography
214,BENE_COUNTY_CD_710,0.2590298072568756,1.2956724246932587,0.2590298072568756,Geography
215,BENE_COUNTY_CD_711,-0.2931017014546757,0.7459462730182843,0.2931017014546757,Geography
216,BENE_COUNTY_CD_712,-0.15882636883332,0.8531444785808315,0.15882636883332,Geography
217,BENE_COUNTY_CD_720,0.1806215206724332,1.1979616897456178,0.1806215206724332,Geography
218,BENE_COUNTY_CD_722,1.3047860294763725,3.686900121350085,1.3047860294763725,Geography
219,BENE_COUNTY_CD_730,0.2971937372208721,1.3460760592226413,0.2971937372208721,Geography
220,BENE_COUNTY_CD_731,-0.4322631546630158,0.6490385566874244,0.4322631546630158,Geography
221,BENE_COUNTY_CD_734,-1.0825408574816735,0.3387337570920272,1.0825408574816735,Geography
222,BENE_COUNTY_CD_740,0.1015267912547193,1.1068595721514394,0.1015267912547193,Geography
223,BENE_COUNTY_CD_741,-0.6717171017410687,0.5108306760357211,0.6717171017410687,Geography
224,BENE_COUNTY_CD_742,-0.2287736992614376,0.7955085373063543,0.2287736992614376,Geography
225,BENE_COUNTY_CD_743,-0.3984865353267902,0.6713353198417814,0.3984865353267902,Geography
226,BENE_COUNTY_CD_744,-0.4629021346599175,0.6294542312463303,0.4629021346599175,Geography
227,BENE_COUNTY_CD_750,0.3290285175200918,1.3896174834670685,0.3290285175200918,Geography
228,BENE_COUNTY_CD_751,-0.2928265828241803,0.7461515249683633,0.2928265828241803,Geography
229,BENE_COUNTY_CD_752,-0.6254080149448284,0.5350430784048483,0.6254080149448284,Geography
230,BENE_COUNTY_CD_754,-0.4772034797557604,0.6205162539508358,0.4772034797557604,Geography
231,BENE_COUNTY_CD_755,-0.0205391204660297,0.979670370563407,0.0205391204660297,Geography
232,BENE_COUNTY_CD_756,1.2053449621759034,3.337910332297616,1.2053449621759034,Geography
233,BENE_COUNTY_CD_757,-1.8020427383841144,0.164961570481009,1.8020427383841144,Geography
234,BENE_COUNTY_CD_758,1.0358155863242533,2.8174031343034134,1.0358155863242533,Geography
235,BENE_COUNTY_CD_760,0.4222332250339831,1.525364236327091,0.4222332250339831,Geography
236,BENE_COUNTY_CD_761,-0.9137856231710532,0.4010032996438859,0.9137856231710532,Geography
237,BENE_COUNTY_CD_770,0.2560294244027432,1.291790737551418,0.2560294244027432,Geography
238,BENE_COUNTY_CD_771,-0.1104894599990977,0.8953957676119492,0.1104894599990977,Geography
239,BENE_COUNTY_CD_772,-0.7099389416377814,0.4916742173669302,0.7099389416377814,Geography
240,BENE_COUNTY_CD_780,0.1876882826467392,1.206457383026906,0.1876882826467392,Geography
241,BENE_COUNTY_CD_782,-0.2178742995813553,0.8042265269243165,0.2178742995813553,Geography
242,BENE_COUNTY_CD_783,1.287202216693262,3.6226370109042954,1.287202216693262,Geography
243,BENE_COUNTY_CD_784,-0.0524317238008431,0.9489191074340552,0.0524317238008431,Geography
244,BENE_COUNTY_CD_785,-0.1227297465728184,0.8845026701410141,0.1227297465728184,Geography
245,BENE_COUNTY_CD_790,0.1102659734771714,1.1165750103060728,0.1102659734771714,Geography
246,BENE_COUNTY_CD_791,-0.0705094060141535,0.9319189738415172,0.0705094060141535,Geography
247,BENE_COUNTY_CD_792,-1.1600175584606598,0.3134806765961544,1.1600175584606598,Geography
248,BENE_COUNTY_CD_793,-0.0219256616341745,0.9783129585347072,0.0219256616341745,Geography
249,BENE_COUNTY_CD_794,-0.6863805465385098,0.5033947897072941,0.6863805465385098,Geography
250,BENE_COUNTY_CD_795,-0.2923675177489604,0.7464941357085941,0.2923675177489604,Geography
251,BENE_COUNTY_CD_796,0.933214454506967,2.542669350292318,0.933214454506967,Geography
252,BENE_COUNTY_CD_797,-0.0222695001421098,0.9779766346906088,0.0222695001421098,Geography
253,BENE_COUNTY_CD_80,0.2132401020100661,1.2376817854554223,0.2132401020100661,Geography
254,BENE_COUNTY_CD_800,0.1366528768579351,1.1464301270153097,0.1366528768579351,Geography
255,BENE_COUNTY_CD_801,0.134111290445065,1.143520075421474,0.134111290445065,Geography
256,BENE_COUNTY_CD_802,0.9569972375299224,2.6038659317814963,0.9569972375299224,Geography
257,BENE_COUNTY_CD_803,-0.4823265471725387,0.6173454364396327,0.4823265471725387,Geography
258,BENE_COUNTY_CD_810,0.0942616181572444,1.0988471866917469,0.0942616181572444,Geography
259,BENE_COUNTY_CD_811,0.6221293520063266,1.8628905713146793,0.6221293520063266,Geography
260,BENE_COUNTY_CD_812,-0.6133173522159867,0.5415513693024602,0.6133173522159867,Geography
261,BENE_COUNTY_CD_820,0.5409200463156019,1.7175863944859753,0.5409200463156019,Geography
262,BENE_COUNTY_CD_821,0.0204023574644798,1.0206119082432423,0.0204023574644798,Geography
263,BENE_COUNTY_CD_822,-0.2307447481482705,0.7939420953633944,0.2307447481482705,Geography
264,BENE_COUNTY_CD_830,-0.1241677614526412,0.8832316562275945,0.1241677614526412,Geography
265,BENE_COUNTY_CD_831,-0.6516658586840349,0.5211768462290176,0.6516658586840349,Geography
266,BENE_COUNTY_CD_832,1.0351855453270091,2.8156286138920428,1.0351855453270091,Geography
267,BENE_COUNTY_CD_834,1.146972851438343,3.148647046228749,1.146972851438343,Geography
268,BENE_COUNTY_CD_835,0.5679771972525617,1.764693811182384,0.5679771972525617,Geography
269,BENE_COUNTY_CD_838,-0.1662489009150094,0.8468354298424403,0.1662489009150094,Geography
270,BENE_COUNTY_CD_84,-0.2959104426565336,0.743854042629206,0.2959104426565336,Geography
271,BENE_COUNTY_CD_840,0.6130996859019565,1.8461450086652405,0.6130996859019565,Geography
272,BENE_COUNTY_CD_841,0.6685295359070033,1.951365796580674,0.6685295359070033,Geography
273,BENE_COUNTY_CD_842,-0.1587615163381421,0.8531998089231506,0.1587615163381421,Geography
274,BENE_COUNTY_CD_843,-0.7434808034705985,0.4754560627517318,0.7434808034705985,Geography
275,BENE_COUNTY_CD_844,-0.2400730777565083,0.786570378167646,0.2400730777565083,Geography
276,BENE_COUNTY_CD_845,-0.0195748830532253,0.9806154609594544,0.0195748830532253,Geography
277,BENE_COUNTY_CD_850,0.2859080693865894,1.3309700927308912,0.2859080693865894,Geography
278,BENE_COUNTY_CD_851,0.3513016827077916,1.420915927022581,0.3513016827077916,Geography
279,BENE_COUNTY_CD_860,0.0653259414942748,1.0675069124837329,0.0653259414942748,Geography
280,BENE_COUNTY_CD_861,0.7706080439911096,2.161079886010348,0.7706080439911096,Geography
281,BENE_COUNTY_CD_862,-0.2200909619983641,0.8024458025688448,0.2200909619983641,Geography
282,BENE_COUNTY_CD_867,-0.2367907611580935,0.7891563929135651,0.2367907611580935,Geography
283,BENE_COUNTY_CD_870,0.1767992548160164,1.1933915014829797,0.1767992548160164,Geography
284,BENE_COUNTY_CD_871,0.7640372407222312,2.1469264060208766,0.7640372407222312,Geography
285,BENE_COUNTY_CD_872,-0.1438393022002507,0.8660269054959955,0.1438393022002507,Geography
286,BENE_COUNTY_CD_873,-0.1987004514460653,0.8197954250908563,0.1987004514460653,Geography
287,BENE_COUNTY_CD_874,-0.126406699054793,0.8812563677600189,0.126406699054793,Geography
