index,feature,importance,family
93,BENE_COUNTY_CD_462,0.0,Geography
91,BENE_COUNTY_CD_460,0.0,Geography
109,BENE_COUNTY_CD_542,0.0,Geography
88,BENE_COUNTY_CD_441,0.0,Geography
86,BENE_COUNTY_CD_431,0.0,Geography
84,BENE_COUNTY_CD_421,0.0,Geography
82,BENE_COUNTY_CD_412,0.0,Geography
81,BENE_COUNTY_CD_411,0.0,Geography
80,BENE_COUNTY_CD_410,0.0,Geography
108,BENE_COUNTY_CD_541,0.0,Geography
110,BENE_COUNTY_CD_55,0.0,Geography
134,BENE_COUNTY_CD_622,0.0,Geography
122,BENE_COUNTY_CD_582,0.0,Geography
131,BENE_COUNTY_CD_612,0.0,Geography
130,BENE_COUNTY_CD_611,0.0,Geography
128,BENE_COUNTY_CD_601,0.0,Geography
127,BENE_COUNTY_CD_600,0.0,Geography
125,BENE_COUNTY_CD_592,0.0,Geography
124,BENE_COUNTY_CD_591,0.0,Geography
121,BENE_COUNTY_CD_581,0.0,Geography
112,BENE_COUNTY_CD_551,0.0,Geography
120,BENE_COUNTY_CD_580,0.0,Geography
118,BENE_COUNTY_CD_564,0.0,Geography
117,BENE_COUNTY_CD_563,0.0,Geography
116,BENE_COUNTY_CD_562,0.0,Geography
115,BENE_COUNTY_CD_561,0.0,Geography
113,BENE_COUNTY_CD_552,0.0,Geography
79,BENE_COUNTY_CD_400,0.0,Geography
78,BENE_COUNTY_CD_40,0.0,Geography
77,BENE_COUNTY_CD_392,0.0,Geography
34,BENE_COUNTY_CD_222,0.0,Geography
45,BENE_COUNTY_CD_271,0.0,Geography
42,BENE_COUNTY_CD_251,0.0,Geography
40,BENE_COUNTY_CD_25,0.0,Geography
39,BENE_COUNTY_CD_241,0.0,Geography
36,BENE_COUNTY_CD_224,0.0,Geography
35,BENE_COUNTY_CD_223,0.0,Geography
33,BENE_COUNTY_CD_221,0.0,Geography
76,BENE_COUNTY_CD_391,0.0,Geography
31,BENE_COUNTY_CD_213,0.0,Geography
30,BENE_COUNTY_CD_212,0.0,Geography
29,BENE_COUNTY_CD_211,0.0,Geography
28,BENE_COUNTY_CD_210,0.0,Geography
27,BENE_COUNTY_CD_201,0.0,Geography
23,BENE_COUNTY_CD_191,0.0,Geography
47,BENE_COUNTY_CD_281,0.0,Geography
48,BENE_COUNTY_CD_288,0.0,Geography
50,BENE_COUNTY_CD_291,0.0,Geography
51,BENE_COUNTY_CD_292,0.0,Geography
54,BENE_COUNTY_CD_301,0.0,Geography
56,BENE_COUNTY_CD_311,0.0,Geography
57,BENE_COUNTY_CD_312,0.0,Geography
59,BENE_COUNTY_CD_321,0.0,Geography
60,BENE_COUNTY_CD_328,0.0,Geography
63,BENE_COUNTY_CD_34,0.0,Geography
65,BENE_COUNTY_CD_341,0.0,Geography
66,BENE_COUNTY_CD_342,0.0,Geography
67,BENE_COUNTY_CD_343,0.0,Geography
70,BENE_COUNTY_CD_361,0.0,Geography
71,BENE_COUNTY_CD_362,0.0,Geography
72,BENE_COUNTY_CD_370,0.0,Geography
74,BENE_COUNTY_CD_381,0.0,Geography
133,BENE_COUNTY_CD_621,0.0,Geography
137,BENE_COUNTY_CD_640,0.0,Geography
224,BENE_COUNTY_CD_862,0.0,Geography
192,BENE_COUNTY_CD_794,0.0,Geography
202,BENE_COUNTY_CD_811,0.0,Geography
201,BENE_COUNTY_CD_810,0.0,Geography
200,BENE_COUNTY_CD_803,0.0,Geography
199,BENE_COUNTY_CD_802,0.0,Geography
195,BENE_COUNTY_CD_797,0.0,Geography
193,BENE_COUNTY_CD_795,0.0,Geography
191,BENE_COUNTY_CD_793,0.0,Geography
205,BENE_COUNTY_CD_821,0.0,Geography
190,BENE_COUNTY_CD_792,0.0,Geography
189,BENE_COUNTY_CD_791,0.0,Geography
187,BENE_COUNTY_CD_785,0.0,Geography
186,BENE_COUNTY_CD_783,0.0,Geography
185,BENE_COUNTY_CD_782,0.0,Geography
14,BENE_COUNTY_CD_14,0.0,Geography
203,BENE_COUNTY_CD_812,0.0,Geography
206,BENE_COUNTY_CD_822,0.0,Geography
138,BENE_COUNTY_CD_641,0.0,Geography
216,BENE_COUNTY_CD_842,0.0,Geography
223,BENE_COUNTY_CD_861,0.0,Geography
221,BENE_COUNTY_CD_851,0.0,Geography
220,BENE_COUNTY_CD_850,0.0,Geography
219,BENE_COUNTY_CD_845,0.0,Geography
218,BENE_COUNTY_CD_844,0.0,Geography
217,BENE_COUNTY_CD_843,0.0,Geography
215,BENE_COUNTY_CD_841,0.0,Geography
207,BENE_COUNTY_CD_830,0.0,Geography
213,BENE_COUNTY_CD_84,0.0,Geography
212,BENE_COUNTY_CD_838,0.0,Geography
211,BENE_COUNTY_CD_835,0.0,Geography
210,BENE_COUNTY_CD_834,0.0,Geography
209,BENE_COUNTY_CD_832,0.0,Geography
208,BENE_COUNTY_CD_831,0.0,Geography
183,BENE_COUNTY_CD_772,0.0,Geography
182,BENE_COUNTY_CD_771,0.0,Geography
180,BENE_COUNTY_CD_761,0.0,Geography
148,BENE_COUNTY_CD_671,0.0,Geography
157,BENE_COUNTY_CD_702,0.0,Geography
156,BENE_COUNTY_CD_701,0.0,Geography
153,BENE_COUNTY_CD_691,0.0,Geography
152,BENE_COUNTY_CD_690,0.0,Geography
151,BENE_COUNTY_CD_681,0.0,Geography
149,BENE_COUNTY_CD_672,0.0,Geography
147,BENE_COUNTY_CD_670,0.0,Geography
178,BENE_COUNTY_CD_758,0.0,Geography
146,BENE_COUNTY_CD_662,0.0,Geography
145,BENE_COUNTY_CD_661,0.0,Geography
143,BENE_COUNTY_CD_654,0.0,Geography
142,BENE_COUNTY_CD_653,0.0,Geography
141,BENE_COUNTY_CD_652,0.0,Geography
140,BENE_COUNTY_CD_651,0.0,Geography
158,BENE_COUNTY_CD_703,0.0,Geography
160,BENE_COUNTY_CD_711,0.0,Geography
161,BENE_COUNTY_CD_712,0.0,Geography
162,BENE_COUNTY_CD_720,0.0,Geography
163,BENE_COUNTY_CD_722,0.0,Geography
165,BENE_COUNTY_CD_731,0.0,Geography
166,BENE_COUNTY_CD_734,0.0,Geography
167,BENE_COUNTY_CD_740,0.0,Geography
168,BENE_COUNTY_CD_741,0.0,Geography
169,BENE_COUNTY_CD_743,0.0,Geography
170,BENE_COUNTY_CD_744,0.0,Geography
172,BENE_COUNTY_CD_751,0.0,Geography
173,BENE_COUNTY_CD_752,0.0,Geography
174,BENE_COUNTY_CD_754,0.0,Geography
175,BENE_COUNTY_CD_755,0.0,Geography
176,BENE_COUNTY_CD_756,0.0,Geography
177,BENE_COUNTY_CD_757,0.0,Geography
184,BENE_COUNTY_CD_780,0.0,Geography
