index,feature,importance,family
257,BENE_COUNTY_CD_920,0.0,Geography
242,BENE_COUNTY_CD_886,0.0,Geography
299,BENE_COUNTY_CD_988,0.0,Geography
13,BENE_COUNTY_CD_131,0.0,Geography
231,BENE_COUNTY_CD_875,0.0,Geography
223,BENE_COUNTY_CD_851,0.0,Geography
19,BENE_COUNTY_CD_161,0.0,Geography
225,BENE_COUNTY_CD_861,0.0,Geography
365,STATE_WV,0.0,Geography
226,BENE_COUNTY_CD_867,0.0,Geography
353,STATE_PA,0.0,Geography
228,BENE_COUNTY_CD_871,0.0,Geography
229,BENE_COUNTY_CD_873,0.0,Geography
230,BENE_COUNTY_CD_874,0.0,Geography
3,BENE_COUNTY_CD_1,0.0,Geography
347,STATE_NV,0.0,Geography
232,BENE_COUNTY_CD_876,0.0,Geography
233,BENE_COUNTY_CD_878,0.0,Geography
350,STATE_OK,0.0,Geography
234,BENE_COUNTY_CD_879,0.0,Geography
235,BENE_COUNTY_CD_88,0.0,Geography
236,BENE_COUNTY_CD_880,0.0,Geography
237,BENE_COUNTY_CD_881,0.0,Geography
238,BENE_COUNTY_CD_882,0.0,Geography
239,BENE_COUNTY_CD_883,0.0,Geography
240,BENE_COUNTY_CD_884,0.0,Geography
260,BENE_COUNTY_CD_931,0.0,Geography
298,BENE_COUNTY_CD_987,0.0,Geography
290,BENE_COUNTY_CD_979,0.0,Geography
306,BENE_COUNTY_CD_995,0.0,Geography
305,BENE_COUNTY_CD_994,0.0,Geography
284,BENE_COUNTY_CD_973,0.0,Geography
285,BENE_COUNTY_CD_974,0.0,Geography
304,BENE_COUNTY_CD_993,0.0,Geography
286,BENE_COUNTY_CD_975,0.0,Geography
287,BENE_COUNTY_CD_976,0.0,Geography
288,BENE_COUNTY_CD_977,0.0,Geography
289,BENE_COUNTY_CD_978,0.0,Geography
303,BENE_COUNTY_CD_992,0.0,Geography
261,BENE_COUNTY_CD_932,0.0,Geography
302,BENE_COUNTY_CD_991,0.0,Geography
292,BENE_COUNTY_CD_981,0.0,Geography
293,BENE_COUNTY_CD_982,0.0,Geography
301,BENE_COUNTY_CD_990,0.0,Geography
294,BENE_COUNTY_CD_983,0.0,Geography
295,BENE_COUNTY_CD_984,0.0,Geography
221,BENE_COUNTY_CD_845,0.0,Geography
296,BENE_COUNTY_CD_985,0.0,Geography
300,BENE_COUNTY_CD_989,0.0,Geography
282,BENE_COUNTY_CD_971,0.0,Geography
16,BENE_COUNTY_CD_141,0.0,Geography
280,BENE_COUNTY_CD_963,0.0,Geography
279,BENE_COUNTY_CD_962,0.0,Geography
14,BENE_COUNTY_CD_14,0.0,Geography
263,BENE_COUNTY_CD_941,0.0,Geography
264,BENE_COUNTY_CD_942,0.0,Geography
265,BENE_COUNTY_CD_943,0.0,Geography
266,BENE_COUNTY_CD_944,0.0,Geography
267,BENE_COUNTY_CD_945,0.0,Geography
268,BENE_COUNTY_CD_946,0.0,Geography
269,BENE_COUNTY_CD_947,0.0,Geography
270,BENE_COUNTY_CD_948,0.0,Geography
271,BENE_COUNTY_CD_949,0.0,Geography
272,BENE_COUNTY_CD_950,0.0,Geography
273,BENE_COUNTY_CD_951,0.0,Geography
274,BENE_COUNTY_CD_952,0.0,Geography
315,STATE_AK,0.0,Geography
275,BENE_COUNTY_CD_953,0.0,Geography
276,BENE_COUNTY_CD_954,0.0,Geography
277,BENE_COUNTY_CD_960,0.0,Geography
307,BENE_COUNTY_CD_996,0.0,Geography
278,BENE_COUNTY_CD_961,0.0,Geography
222,BENE_COUNTY_CD_850,0.0,Geography
30,BENE_COUNTY_CD_212,0.0,Geography
220,BENE_COUNTY_CD_844,0.0,Geography
132,BENE_COUNTY_CD_621,0.0,Geography
105,BENE_COUNTY_CD_531,0.0,Geography
103,BENE_COUNTY_CD_522,0.0,Geography
102,BENE_COUNTY_CD_521,0.0,Geography
100,BENE_COUNTY_CD_511,0.0,Geography
99,BENE_COUNTY_CD_510,0.0,Geography
98,BENE_COUNTY_CD_500,0.0,Geography
26,BENE_COUNTY_CD_200,0.0,Geography
94,BENE_COUNTY_CD_471,0.0,Geography
92,BENE_COUNTY_CD_462,0.0,Geography
91,BENE_COUNTY_CD_461,0.0,Geography
27,BENE_COUNTY_CD_201,0.0,Geography
88,BENE_COUNTY_CD_450,0.0,Geography
87,BENE_COUNTY_CD_441,0.0,Geography
86,BENE_COUNTY_CD_440,0.0,Geography
85,BENE_COUNTY_CD_431,0.0,Geography
106,BENE_COUNTY_CD_540,0.0,Geography
107,BENE_COUNTY_CD_541,0.0,Geography
108,BENE_COUNTY_CD_542,0.0,Geography
121,BENE_COUNTY_CD_582,0.0,Geography
129,BENE_COUNTY_CD_611,0.0,Geography
128,BENE_COUNTY_CD_610,0.0,Geography
127,BENE_COUNTY_CD_601,0.0,Geography
126,BENE_COUNTY_CD_600,0.0,Geography
124,BENE_COUNTY_CD_592,0.0,Geography
123,BENE_COUNTY_CD_591,0.0,Geography
117,BENE_COUNTY_CD_564,0.0,Geography
109,BENE_COUNTY_CD_55,0.0,Geography
116,BENE_COUNTY_CD_563,0.0,Geography
115,BENE_COUNTY_CD_562,0.0,Geography
114,BENE_COUNTY_CD_561,0.0,Geography
112,BENE_COUNTY_CD_552,0.0,Geography
111,BENE_COUNTY_CD_551,0.0,Geography
23,BENE_COUNTY_CD_191,0.0,Geography
84,BENE_COUNTY_CD_430,0.0,Geography
83,BENE_COUNTY_CD_421,0.0,Geography
82,BENE_COUNTY_CD_420,0.0,Geography
45,BENE_COUNTY_CD_271,0.0,Geography
54,BENE_COUNTY_CD_301,0.0,Geography
51,BENE_COUNTY_CD_292,0.0,Geography
50,BENE_COUNTY_CD_291,0.0,Geography
29,BENE_COUNTY_CD_211,0.0,Geography
48,BENE_COUNTY_CD_288,0.0,Geography
47,BENE_COUNTY_CD_281,0.0,Geography
42,BENE_COUNTY_CD_251,0.0,Geography
56,BENE_COUNTY_CD_311,0.0,Geography
40,BENE_COUNTY_CD_25,0.0,Geography
39,BENE_COUNTY_CD_241,0.0,Geography
36,BENE_COUNTY_CD_224,0.0,Geography
35,BENE_COUNTY_CD_223,0.0,Geography
34,BENE_COUNTY_CD_222,0.0,Geography
33,BENE_COUNTY_CD_221,0.0,Geography
55,BENE_COUNTY_CD_310,0.0,Geography
57,BENE_COUNTY_CD_312,0.0,Geography
81,BENE_COUNTY_CD_411,0.0,Geography
67,BENE_COUNTY_CD_343,0.0,Geography
80,BENE_COUNTY_CD_410,0.0,Geography
77,BENE_COUNTY_CD_392,0.0,Geography
76,BENE_COUNTY_CD_391,0.0,Geography
74,BENE_COUNTY_CD_381,0.0,Geography
71,BENE_COUNTY_CD_362,0.0,Geography
70,BENE_COUNTY_CD_361,0.0,Geography
66,BENE_COUNTY_CD_342,0.0,Geography
58,BENE_COUNTY_CD_320,0.0,Geography
65,BENE_COUNTY_CD_341,0.0,Geography
64,BENE_COUNTY_CD_340,0.0,Geography
63,BENE_COUNTY_CD_34,0.0,Geography
62,BENE_COUNTY_CD_331,0.0,Geography
60,BENE_COUNTY_CD_328,0.0,Geography
59,BENE_COUNTY_CD_321,0.0,Geography
130,BENE_COUNTY_CD_612,0.0,Geography
133,BENE_COUNTY_CD_622,0.0,Geography
219,BENE_COUNTY_CD_843,0.0,Geography
135,BENE_COUNTY_CD_631,0.0,Geography
196,BENE_COUNTY_CD_796,0.0,Geography
195,BENE_COUNTY_CD_795,0.0,Geography
194,BENE_COUNTY_CD_794,0.0,Geography
193,BENE_COUNTY_CD_793,0.0,Geography
192,BENE_COUNTY_CD_792,0.0,Geography
191,BENE_COUNTY_CD_791,0.0,Geography
190,BENE_COUNTY_CD_790,0.0,Geography
189,BENE_COUNTY_CD_785,0.0,Geography
188,BENE_COUNTY_CD_784,0.0,Geography
187,BENE_COUNTY_CD_783,0.0,Geography
186,BENE_COUNTY_CD_782,0.0,Geography
184,BENE_COUNTY_CD_772,0.0,Geography
181,BENE_COUNTY_CD_761,0.0,Geography
179,BENE_COUNTY_CD_758,0.0,Geography
178,BENE_COUNTY_CD_757,0.0,Geography
197,BENE_COUNTY_CD_797,0.0,Geography
31,BENE_COUNTY_CD_213,0.0,Geography
200,BENE_COUNTY_CD_801,0.0,Geography
211,BENE_COUNTY_CD_832,0.0,Geography
218,BENE_COUNTY_CD_842,0.0,Geography
217,BENE_COUNTY_CD_841,0.0,Geography
215,BENE_COUNTY_CD_84,0.0,Geography
214,BENE_COUNTY_CD_838,0.0,Geography
213,BENE_COUNTY_CD_835,0.0,Geography
212,BENE_COUNTY_CD_834,0.0,Geography
210,BENE_COUNTY_CD_831,0.0,Geography
201,BENE_COUNTY_CD_802,0.0,Geography
208,BENE_COUNTY_CD_822,0.0,Geography
207,BENE_COUNTY_CD_821,0.0,Geography
205,BENE_COUNTY_CD_812,0.0,Geography
204,BENE_COUNTY_CD_811,0.0,Geography
203,BENE_COUNTY_CD_810,0.0,Geography
202,BENE_COUNTY_CD_803,0.0,Geography
177,BENE_COUNTY_CD_756,0.0,Geography
176,BENE_COUNTY_CD_755,0.0,Geography
175,BENE_COUNTY_CD_754,0.0,Geography
145,BENE_COUNTY_CD_661,0.0,Geography
152,BENE_COUNTY_CD_690,0.0,Geography
151,BENE_COUNTY_CD_681,0.0,Geography
150,BENE_COUNTY_CD_680,0.0,Geography
149,BENE_COUNTY_CD_672,0.0,Geography
148,BENE_COUNTY_CD_671,0.0,Geography
146,BENE_COUNTY_CD_662,0.0,Geography
143,BENE_COUNTY_CD_654,0.0,Geography
156,BENE_COUNTY_CD_701,0.0,Geography
142,BENE_COUNTY_CD_653,0.0,Geography
141,BENE_COUNTY_CD_652,0.0,Geography
140,BENE_COUNTY_CD_651,0.0,Geography
139,BENE_COUNTY_CD_650,0.0,Geography
138,BENE_COUNTY_CD_641,0.0,Geography
136,BENE_COUNTY_CD_632,0.0,Geography
153,BENE_COUNTY_CD_691,0.0,Geography
157,BENE_COUNTY_CD_702,0.0,Geography
174,BENE_COUNTY_CD_752,0.0,Geography
167,BENE_COUNTY_CD_740,0.0,Geography
173,BENE_COUNTY_CD_751,0.0,Geography
172,BENE_COUNTY_CD_750,0.0,Geography
171,BENE_COUNTY_CD_744,0.0,Geography
170,BENE_COUNTY_CD_743,0.0,Geography
169,BENE_COUNTY_CD_742,0.0,Geography
168,BENE_COUNTY_CD_741,0.0,Geography
166,BENE_COUNTY_CD_734,0.0,Geography
158,BENE_COUNTY_CD_703,0.0,Geography
165,BENE_COUNTY_CD_731,0.0,Geography
164,BENE_COUNTY_CD_730,0.0,Geography
163,BENE_COUNTY_CD_722,0.0,Geography
162,BENE_COUNTY_CD_720,0.0,Geography
161,BENE_COUNTY_CD_712,0.0,Geography
160,BENE_COUNTY_CD_711,0.0,Geography
183,BENE_COUNTY_CD_771,0.0,Geography
